Accession	Gene name	GO ID (C)	GO name (C)	Entry name
Q9UBX5	FBLN5	GO:0005737	cytoplasm	FBLN5_HUMAN
Q9UBX5	FBLN5	GO:0071953	elastic fiber	FBLN5_HUMAN
Q9UBX5	FBLN5	GO:0005615	extracellular space	FBLN5_HUMAN
Q9UBX5	FBLN5	GO:0005578	proteinaceous extracellular matrix	FBLN5_HUMAN
P30626	SRI	GO:0030018	Z disc	SORCN_HUMAN
P30626	SRI	GO:0030315	T-tubule	SORCN_HUMAN
P30626	SRI	GO:0031982	vesicle	SORCN_HUMAN
P30626	SRI	GO:0016529	sarcoplasmic reticulum	SORCN_HUMAN
P30626	SRI	GO:0005829	cytosol	SORCN_HUMAN
P30626	SRI	GO:0033017	sarcoplasmic reticulum membrane	SORCN_HUMAN
P30626	SRI	GO:0005789	endoplasmic reticulum membrane	SORCN_HUMAN
Q9BWQ6	YIPF2	GO:0016021	integral to membrane	YIPF2_HUMAN
Q9BWQ6	YIPF2	GO:0030133	transport vesicle	YIPF2_HUMAN
Q9BSH5	HDHD3	GO:0005739	mitochondrion	HDHD3_HUMAN
P0DL12	SMIM17	GO:0016021	integral to membrane	SIM17_HUMAN
Q9Y6A4	C16orf80	GO:0005929	cilium	CP080_HUMAN
Q9BV40	VAMP8	GO:0055037	recycling endosome	VAMP8_HUMAN
Q9BV40	VAMP8	GO:0005886	plasma membrane	VAMP8_HUMAN
Q9BV40	VAMP8	GO:0005765	lysosomal membrane	VAMP8_HUMAN
Q9BV40	VAMP8	GO:0031201	SNARE complex	VAMP8_HUMAN
Q9BV40	VAMP8	GO:0005739	mitochondrion	VAMP8_HUMAN
Q9BV40	VAMP8	GO:0005769	early endosome	VAMP8_HUMAN
Q9BV40	VAMP8	GO:0030667	secretory granule membrane	VAMP8_HUMAN
Q9BV40	VAMP8	GO:0016021	integral to membrane	VAMP8_HUMAN
Q9BV40	VAMP8	GO:0031902	late endosome membrane	VAMP8_HUMAN
Q63HK3	ZKSCAN2	GO:0005634	nucleus	ZKSC2_HUMAN
Q8N140	EID3	GO:0000781	chromosome, telomeric region	EID3_HUMAN
Q8N140	EID3	GO:0030915	Smc5-Smc6 complex	EID3_HUMAN
Q8N140	EID3	GO:0005737	cytoplasm	EID3_HUMAN
Q8N140	EID3	GO:0005634	nucleus	EID3_HUMAN
Q5XPI4	RNF123	GO:0005737	cytoplasm	RN123_HUMAN
Q5TGU0	TSPO2	GO:0005783	endoplasmic reticulum	TSPO2_HUMAN
Q5TGU0	TSPO2	GO:0005789	endoplasmic reticulum membrane	TSPO2_HUMAN
Q5TGU0	TSPO2	GO:0016021	integral to membrane	TSPO2_HUMAN
Q5ST30	VARS2	GO:0005739	mitochondrion	SYVM_HUMAN
Q5VSG8	MANEAL	GO:0000139	Golgi membrane	MANEL_HUMAN
Q5VSG8	MANEAL	GO:0016021	integral to membrane	MANEL_HUMAN
Q8NDY8	TMEM52	GO:0016021	integral to membrane	TMM52_HUMAN
Q96S59	RANBP9	GO:0005829	cytosol	RANB9_HUMAN
Q96S59	RANBP9	GO:0005634	nucleus	RANB9_HUMAN
Q96S59	RANBP9	GO:0005875	microtubule associated complex	RANB9_HUMAN
Q9Y3P9	RABGAP1	GO:0005829	cytosol	RBGP1_HUMAN
Q9Y3P9	RABGAP1	GO:0005813	centrosome	RBGP1_HUMAN
Q9Y3P9	RABGAP1	GO:0005875	microtubule associated complex	RBGP1_HUMAN
Q9H0A3	TMEM191A	GO:0016021	integral to membrane	T191A_HUMAN
Q6K0P9	PYHIN1	GO:0016607	nuclear speck	IFIX_HUMAN
Q9UJJ9	GNPTG	GO:0005794	Golgi apparatus	GNPTG_HUMAN
Q9UJJ9	GNPTG	GO:0005576	extracellular region	GNPTG_HUMAN
P48058	GRIA4	GO:0045211	postsynaptic membrane	GRIA4_HUMAN
P48058	GRIA4	GO:0032983	kainate selective glutamate receptor complex	GRIA4_HUMAN
P48058	GRIA4	GO:0030666	endocytic vesicle membrane	GRIA4_HUMAN
P48058	GRIA4	GO:0032281	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex	GRIA4_HUMAN
P48058	GRIA4	GO:0030054	cell junction	GRIA4_HUMAN
P48058	GRIA4	GO:0030425	dendrite	GRIA4_HUMAN
P13521	SCG2	GO:0005615	extracellular space	SCG2_HUMAN
P13521	SCG2	GO:0030141	secretory granule	SCG2_HUMAN
Q9H221	ABCG8	GO:0016324	apical plasma membrane	ABCG8_HUMAN
Q9H221	ABCG8	GO:0016021	integral to membrane	ABCG8_HUMAN
Q5H9R4	ARMCX4	GO:0016021	integral to membrane	ARMX4_HUMAN
Q5JTZ9	AARS2	GO:0005739	mitochondrion	SYAM_HUMAN
Q8IV16	GPIHBP1	GO:0031362	anchored to external side of plasma membrane	HDBP1_HUMAN
Q8IV16	GPIHBP1	GO:0034364	high-density lipoprotein particle	HDBP1_HUMAN
Q8IV16	GPIHBP1	GO:0016021	integral to membrane	HDBP1_HUMAN
Q8IV16	GPIHBP1	GO:0016324	apical plasma membrane	HDBP1_HUMAN
Q8IV16	GPIHBP1	GO:0016323	basolateral plasma membrane	HDBP1_HUMAN
Q6AZW8	ZNF660	GO:0005634	nucleus	ZN660_HUMAN
Q9BV57	ADI1	GO:0005794	Golgi apparatus	MTND_HUMAN
Q9BV57	ADI1	GO:0005634	nucleus	MTND_HUMAN
Q9BV57	ADI1	GO:0005886	plasma membrane	MTND_HUMAN
Q9BV57	ADI1	GO:0005829	cytosol	MTND_HUMAN
Q8NDX9	LY6G5B	GO:0005576	extracellular region	LY65B_HUMAN
Q96PY5	FMNL2	GO:0005737	cytoplasm	FMNL2_HUMAN
Q86UQ0	ZNF589	GO:0005634	nucleus	ZN589_HUMAN
Q8N0S6	CENPL	GO:0005634	nucleus	CENPL_HUMAN
Q8N0S6	CENPL	GO:0000775	chromosome, centromeric region	CENPL_HUMAN
Q8N0S6	CENPL	GO:0005829	cytosol	CENPL_HUMAN
Q86WQ0	NR2C2AP	GO:0005654	nucleoplasm	NR2CA_HUMAN
Q9NZJ9	NUDT4	GO:0005829	cytosol	NUDT4_HUMAN
Q9Y5Q0	FADS3	GO:0016021	integral to membrane	FADS3_HUMAN
Q9Y5Q0	FADS3	GO:0016020	membrane	FADS3_HUMAN
Q9Y5Q0	FADS3	GO:0005789	endoplasmic reticulum membrane	FADS3_HUMAN
Q96D96	HVCN1	GO:0005886	plasma membrane	HVCN1_HUMAN
Q96D96	HVCN1	GO:0016021	integral to membrane	HVCN1_HUMAN
O15121	DEGS1	GO:0005887	integral to plasma membrane	DEGS1_HUMAN
O15121	DEGS1	GO:0005739	mitochondrion	DEGS1_HUMAN
O15121	DEGS1	GO:0005789	endoplasmic reticulum membrane	DEGS1_HUMAN
Q8WUY9	DEPDC1B	GO:0005829	cytosol	DEP1B_HUMAN
Q8IZ08	GPR135	GO:0005886	plasma membrane	GP135_HUMAN
Q8IZ08	GPR135	GO:0016021	integral to membrane	GP135_HUMAN
P51677	CCR3	GO:0005615	extracellular space	CCR3_HUMAN
P51677	CCR3	GO:0005887	integral to plasma membrane	CCR3_HUMAN
P51677	CCR3	GO:0005768	endosome	CCR3_HUMAN
P40424	PBX1	GO:0005737	cytoplasm	PBX1_HUMAN
P40424	PBX1	GO:0005667	transcription factor complex	PBX1_HUMAN
P40424	PBX1	GO:0005634	nucleus	PBX1_HUMAN
Q53GG5	PDLIM3	GO:0015629	actin cytoskeleton	PDLI3_HUMAN
Q53GG5	PDLIM3	GO:0030018	Z disc	PDLI3_HUMAN
O96028	WHSC1	GO:0031965	nuclear membrane	NSD2_HUMAN
O96028	WHSC1	GO:0005694	chromosome	NSD2_HUMAN
O96028	WHSC1	GO:0005730	nucleolus	NSD2_HUMAN
O96028	WHSC1	GO:0005737	cytoplasm	NSD2_HUMAN
Q8TBM7	TMEM254	GO:0016021	integral to membrane	TM254_HUMAN
Q5VV63	ATRNL1	GO:0016021	integral to membrane	ATRN1_HUMAN
Q3LI54	KRTAP19-8	GO:0005882	intermediate filament	KR198_HUMAN
Q3KQU3	MAP7D1	GO:0005819	spindle	MA7D1_HUMAN
Q3KQU3	MAP7D1	GO:0005737	cytoplasm	MA7D1_HUMAN
Q3KQU3	MAP7D1	GO:0005874	microtubule	MA7D1_HUMAN
Q96HR3	MED30	GO:0016592	mediator complex	MED30_HUMAN
Q96KN1	FAM84B	GO:0005737	cytoplasm	FA84B_HUMAN
Q96KN1	FAM84B	GO:0005886	plasma membrane	FA84B_HUMAN
Q2T9K0	TMEM44	GO:0016021	integral to membrane	TMM44_HUMAN
P36404	ARL2	GO:0016328	lateral plasma membrane	ARL2_HUMAN
P36404	ARL2	GO:0005758	mitochondrial intermembrane space	ARL2_HUMAN
P36404	ARL2	GO:0005634	nucleus	ARL2_HUMAN
P36404	ARL2	GO:0005813	centrosome	ARL2_HUMAN
O75610	LEFTY1	GO:0005615	extracellular space	LFTY1_HUMAN
P48637	GSS	GO:0005829	cytosol	GSHB_HUMAN
Q9NZH8	IL36G	GO:0005615	extracellular space	IL36G_HUMAN
Q92845	KIFAP3	GO:0005829	cytosol	KIFA3_HUMAN
Q92845	KIFAP3	GO:0000794	condensed nuclear chromosome	KIFA3_HUMAN
Q92845	KIFAP3	GO:0016939	kinesin II complex	KIFA3_HUMAN
Q92845	KIFAP3	GO:0005813	centrosome	KIFA3_HUMAN
Q92845	KIFAP3	GO:0005876	spindle microtubule	KIFA3_HUMAN
Q92845	KIFAP3	GO:0005783	endoplasmic reticulum	KIFA3_HUMAN
Q969E3	UCN3	GO:0005615	extracellular space	UCN3_HUMAN
Q969E3	UCN3	GO:0043679	axon terminus	UCN3_HUMAN
Q969E3	UCN3	GO:0043196	varicosity	UCN3_HUMAN
Q12830	BPTF	GO:0005737	cytoplasm	BPTF_HUMAN
Q12830	BPTF	GO:0016589	NURF complex	BPTF_HUMAN
Q3LI81	KRTAP27-1	GO:0005882	intermediate filament	KR271_HUMAN
Q9HCM3	KIAA1549	GO:0016021	integral to membrane	K1549_HUMAN
Q7LBC6	KDM3B	GO:0005634	nucleus	KDM3B_HUMAN
Q8TDM5	SPACA4	GO:0005886	plasma membrane	SACA4_HUMAN
Q8TDM5	SPACA4	GO:0001669	acrosomal vesicle	SACA4_HUMAN
Q8TDM5	SPACA4	GO:0031225	anchored to membrane	SACA4_HUMAN
Q6P1A2	LPCAT3	GO:0016021	integral to membrane	MBOA5_HUMAN
Q6P1A2	LPCAT3	GO:0005789	endoplasmic reticulum membrane	MBOA5_HUMAN
Q86VW2	ARHGEF25	GO:0005886	plasma membrane	ARHGP_HUMAN
Q86VW2	ARHGEF25	GO:0030017	sarcomere	ARHGP_HUMAN
Q86VW2	ARHGEF25	GO:0005829	cytosol	ARHGP_HUMAN
Q86VW2	ARHGEF25	GO:0030016	myofibril	ARHGP_HUMAN
Q6ZTW0	TPGS1	GO:0005874	microtubule	TPGS1_HUMAN
Q6ZTW0	TPGS1	GO:0030425	dendrite	TPGS1_HUMAN
Q6ZTW0	TPGS1	GO:0005932	microtubule basal body	TPGS1_HUMAN
Q6ZTW0	TPGS1	GO:0035085	cilium axoneme	TPGS1_HUMAN
Q6ZTW0	TPGS1	GO:0030424	axon	TPGS1_HUMAN
Q6ZTW0	TPGS1	GO:0005813	centrosome	TPGS1_HUMAN
Q8N201	INTS1	GO:0016021	integral to membrane	INT1_HUMAN
Q8N201	INTS1	GO:0031965	nuclear membrane	INT1_HUMAN
Q8N201	INTS1	GO:0032039	integrator complex	INT1_HUMAN
Q8TF72	SHROOM3	GO:0005912	adherens junction	SHRM3_HUMAN
Q8TF72	SHROOM3	GO:0016324	apical plasma membrane	SHRM3_HUMAN
Q8TF72	SHROOM3	GO:0005874	microtubule	SHRM3_HUMAN
Q8TF72	SHROOM3	GO:0043296	apical junction complex	SHRM3_HUMAN
Q8TF72	SHROOM3	GO:0005856	cytoskeleton	SHRM3_HUMAN
Q8TF72	SHROOM3	GO:0005737	cytoplasm	SHRM3_HUMAN
Q9BRJ7	NUDT16L1	GO:0005737	cytoplasm	SDOS_HUMAN
Q9NZC2	TREM2	GO:0016021	integral to membrane	TREM2_HUMAN
Q9NZC2	TREM2	GO:0005576	extracellular region	TREM2_HUMAN
Q9NZC2	TREM2	GO:0005886	plasma membrane	TREM2_HUMAN
Q86U86	PBRM1	GO:0000776	kinetochore	PB1_HUMAN
Q86U86	PBRM1	GO:0000228	nuclear chromosome	PB1_HUMAN
Q9UMX5	NENF	GO:0005615	extracellular space	NENF_HUMAN
P78356	PIP4K2B	GO:0005829	cytosol	PI42B_HUMAN
P78356	PIP4K2B	GO:0005634	nucleus	PI42B_HUMAN
P78356	PIP4K2B	GO:0005789	endoplasmic reticulum membrane	PI42B_HUMAN
P78356	PIP4K2B	GO:0005886	plasma membrane	PI42B_HUMAN
Q9H0J9	PARP12	GO:0005634	nucleus	PAR12_HUMAN
Q9H0R8	GABARAPL1	GO:0005776	autophagic vacuole	GBRL1_HUMAN
Q9H0R8	GABARAPL1	GO:0030659	cytoplasmic vesicle membrane	GBRL1_HUMAN
Q9H0R8	GABARAPL1	GO:0032839	dendrite cytoplasm	GBRL1_HUMAN
Q9H0R8	GABARAPL1	GO:0005783	endoplasmic reticulum	GBRL1_HUMAN
Q9H0R8	GABARAPL1	GO:0005874	microtubule	GBRL1_HUMAN
Q9H0R8	GABARAPL1	GO:0032590	dendrite membrane	GBRL1_HUMAN
Q9H0R8	GABARAPL1	GO:0005794	Golgi apparatus	GBRL1_HUMAN
Q9H0R8	GABARAPL1	GO:0044297	cell body	GBRL1_HUMAN
Q8WXR4	MYO3B	GO:0001917	photoreceptor inner segment	MYO3B_HUMAN
Q8WXR4	MYO3B	GO:0001750	photoreceptor outer segment	MYO3B_HUMAN
Q8WXR4	MYO3B	GO:0032433	filopodium tip	MYO3B_HUMAN
Q8WXR4	MYO3B	GO:0032426	stereocilium bundle tip	MYO3B_HUMAN
Q8WXR4	MYO3B	GO:0016459	myosin complex	MYO3B_HUMAN
Q8WXR4	MYO3B	GO:0005737	cytoplasm	MYO3B_HUMAN
Q16720	ATP2B3	GO:0016021	integral to membrane	AT2B3_HUMAN
Q16720	ATP2B3	GO:0005886	plasma membrane	AT2B3_HUMAN
Q5JXM2	METTL24	GO:0005576	extracellular region	MET24_HUMAN
Q15642	TRIP10	GO:0042995	cell projection	CIP4_HUMAN
Q15642	TRIP10	GO:0001891	phagocytic cup	CIP4_HUMAN
Q15642	TRIP10	GO:0005794	Golgi apparatus	CIP4_HUMAN
Q15642	TRIP10	GO:0005856	cytoskeleton	CIP4_HUMAN
Q15642	TRIP10	GO:0005938	cell cortex	CIP4_HUMAN
Q15642	TRIP10	GO:0005829	cytosol	CIP4_HUMAN
Q15642	TRIP10	GO:0048471	perinuclear region of cytoplasm	CIP4_HUMAN
Q15642	TRIP10	GO:0005764	lysosome	CIP4_HUMAN
Q15910	EZH2	GO:0045120	pronucleus	EZH2_HUMAN
Q15910	EZH2	GO:0035098	ESC/E(Z) complex	EZH2_HUMAN
Q92887	ABCC2	GO:0005887	integral to plasma membrane	MRP2_HUMAN
Q92887	ABCC2	GO:0016324	apical plasma membrane	MRP2_HUMAN
Q92887	ABCC2	GO:0046581	intercellular canaliculus	MRP2_HUMAN
Q9UGF6	OR5V1	GO:0005886	plasma membrane	OR5V1_HUMAN
Q9UGF6	OR5V1	GO:0016021	integral to membrane	OR5V1_HUMAN
O95232	LUC7L3	GO:0005685	U1 snRNP	LC7L3_HUMAN
O95232	LUC7L3	GO:0005634	nucleus	LC7L3_HUMAN
O95232	LUC7L3	GO:0016607	nuclear speck	LC7L3_HUMAN
O95232	LUC7L3	GO:0005925	focal adhesion	LC7L3_HUMAN
O95232	LUC7L3	GO:0005886	plasma membrane	LC7L3_HUMAN
Q99633	PRPF18	GO:0016607	nuclear speck	PRP18_HUMAN
Q99633	PRPF18	GO:0005681	spliceosomal complex	PRP18_HUMAN
O60688	YPEL1	GO:0005634	nucleus	YPEL1_HUMAN
Q9BRP0	OVOL2	GO:0005634	nucleus	OVOL2_HUMAN
Q9Y2A4	ZNF443	GO:0005634	nucleus	ZN443_HUMAN
P01024	C3	GO:0070062	extracellular vesicular exosome	CO3_HUMAN
P01024	C3	GO:0005615	extracellular space	CO3_HUMAN
P01024	C3	GO:0005886	plasma membrane	CO3_HUMAN
Q8NHY6	ZFP28	GO:0005634	nucleus	ZFP28_HUMAN
P62753	RPS6	GO:0005730	nucleolus	RS6_HUMAN
P62753	RPS6	GO:0022627	cytosolic small ribosomal subunit	RS6_HUMAN
Q5H8C1	FREM1	GO:0005604	basement membrane	FREM1_HUMAN
Q5H8C1	FREM1	GO:0016021	integral to membrane	FREM1_HUMAN
Q8TDC0	MYOZ3	GO:0030018	Z disc	MYOZ3_HUMAN
Q9H3S4	TPK1	GO:0005829	cytosol	TPK1_HUMAN
Q86YQ2	LATH	GO:0005576	extracellular region	LATH_HUMAN
P18887	XRCC1	GO:0005654	nucleoplasm	XRCC1_HUMAN
Q8NGL1	OR5D18	GO:0016021	integral to membrane	OR5DI_HUMAN
Q8NGL1	OR5D18	GO:0005886	plasma membrane	OR5DI_HUMAN
Q9BS26	ERP44	GO:0009986	cell surface	ERP44_HUMAN
Q9BS26	ERP44	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	ERP44_HUMAN
Q9BS26	ERP44	GO:0005789	endoplasmic reticulum membrane	ERP44_HUMAN
Q9BS26	ERP44	GO:0005788	endoplasmic reticulum lumen	ERP44_HUMAN
Q96QH8	SPACA5	GO:0005576	extracellular region	LYZL5_HUMAN
O95171	SCEL	GO:0001533	cornified envelope	SCEL_HUMAN
O95171	SCEL	GO:0005737	cytoplasm	SCEL_HUMAN
O95171	SCEL	GO:0005886	plasma membrane	SCEL_HUMAN
Q9Y5Y6	ST14	GO:0005576	extracellular region	ST14_HUMAN
Q9Y5Y6	ST14	GO:0005887	integral to plasma membrane	ST14_HUMAN
Q9Y5Y6	ST14	GO:0019897	extrinsic to plasma membrane	ST14_HUMAN
P48723	HSPA13	GO:0043231	intracellular membrane-bounded organelle	HSP13_HUMAN
P48723	HSPA13	GO:0005783	endoplasmic reticulum	HSP13_HUMAN
Q92777	SYN2	GO:0030054	cell junction	SYN2_HUMAN
Q92777	SYN2	GO:0008021	synaptic vesicle	SYN2_HUMAN
Q9UGU0	TCF20	GO:0005634	nucleus	TCF20_HUMAN
O95376	ARIH2	GO:0005737	cytoplasm	ARI2_HUMAN
O95376	ARIH2	GO:0005634	nucleus	ARI2_HUMAN
Q9Y6I9	TEX264	GO:0005576	extracellular region	TX264_HUMAN
P01160	NPPA	GO:0005576	extracellular region	ANF_HUMAN
P01160	NPPA	GO:0005634	nucleus	ANF_HUMAN
P01160	NPPA	GO:0005615	extracellular space	ANF_HUMAN
P01160	NPPA	GO:0048471	perinuclear region of cytoplasm	ANF_HUMAN
P01160	NPPA	GO:0042629	mast cell granule	ANF_HUMAN
Q15848	ADIPOQ	GO:0005783	endoplasmic reticulum	ADIPO_HUMAN
Q15848	ADIPOQ	GO:0005581	collagen	ADIPO_HUMAN
Q15848	ADIPOQ	GO:0009986	cell surface	ADIPO_HUMAN
Q15848	ADIPOQ	GO:0005615	extracellular space	ADIPO_HUMAN
O14678	ABCD4	GO:0005777	peroxisome	ABCD4_HUMAN
O14678	ABCD4	GO:0005778	peroxisomal membrane	ABCD4_HUMAN
O14678	ABCD4	GO:0016021	integral to membrane	ABCD4_HUMAN
O14678	ABCD4	GO:0043190	ATP-binding cassette (ABC) transporter complex	ABCD4_HUMAN
O14678	ABCD4	GO:0005789	endoplasmic reticulum membrane	ABCD4_HUMAN
Q8IXH8	CDH26	GO:0016021	integral to membrane	CAD26_HUMAN
Q8IXH8	CDH26	GO:0005886	plasma membrane	CAD26_HUMAN
Q9ULX7	CA14	GO:0016021	integral to membrane	CAH14_HUMAN
Q9ULX7	CA14	GO:0005886	plasma membrane	CAH14_HUMAN
Q12950	FOXD4	GO:0005634	nucleus	FOXD4_HUMAN
Q12950	FOXD4	GO:0005667	transcription factor complex	FOXD4_HUMAN
P15976	GATA1	GO:0005667	transcription factor complex	GATA1_HUMAN
P15976	GATA1	GO:0031965	nuclear membrane	GATA1_HUMAN
P15976	GATA1	GO:0017053	transcriptional repressor complex	GATA1_HUMAN
P15976	GATA1	GO:0005730	nucleolus	GATA1_HUMAN
P23769	GATA2	GO:0043234	protein complex	GATA2_HUMAN
P23769	GATA2	GO:0005654	nucleoplasm	GATA2_HUMAN
P01891	HLA-A	GO:0005886	plasma membrane	1A68_HUMAN
P01891	HLA-A	GO:0031901	early endosome membrane	1A68_HUMAN
P01891	HLA-A	GO:0030670	phagocytic vesicle membrane	1A68_HUMAN
P01891	HLA-A	GO:0012507	ER to Golgi transport vesicle membrane	1A68_HUMAN
P01891	HLA-A	GO:0000139	Golgi membrane	1A68_HUMAN
P01891	HLA-A	GO:0042612	MHC class I protein complex	1A68_HUMAN
P01891	HLA-A	GO:0071556	integral to lumenal side of endoplasmic reticulum membrane	1A68_HUMAN
O75487	GPC4	GO:0005578	proteinaceous extracellular matrix	GPC4_HUMAN
O75487	GPC4	GO:0005615	extracellular space	GPC4_HUMAN
O75487	GPC4	GO:0009897	external side of plasma membrane	GPC4_HUMAN
O75487	GPC4	GO:0043202	lysosomal lumen	GPC4_HUMAN
O75487	GPC4	GO:0005796	Golgi lumen	GPC4_HUMAN
O75487	GPC4	GO:0031225	anchored to membrane	GPC4_HUMAN
O75487	GPC4	GO:0005887	integral to plasma membrane	GPC4_HUMAN
Q9H4S2	GSX1	GO:0005634	nucleus	GSX1_HUMAN
P05771	PRKCB	GO:0005634	nucleus	KPCB_HUMAN
P05771	PRKCB	GO:0005829	cytosol	KPCB_HUMAN
P05771	PRKCB	GO:0005886	plasma membrane	KPCB_HUMAN
Q9UKX5	ITGA11	GO:0008305	integrin complex	ITA11_HUMAN
P98153	DGCR2	GO:0016021	integral to membrane	IDD_HUMAN
Q969L2	MAL2	GO:0012505	endomembrane system	MAL2_HUMAN
Q969L2	MAL2	GO:0016324	apical plasma membrane	MAL2_HUMAN
Q969L2	MAL2	GO:0048471	perinuclear region of cytoplasm	MAL2_HUMAN
Q969L2	MAL2	GO:0016021	integral to membrane	MAL2_HUMAN
P50120	RBP2	GO:0005829	cytosol	RET2_HUMAN
P50120	RBP2	GO:0005794	Golgi apparatus	RET2_HUMAN
P20591	MX1	GO:0005829	cytosol	MX1_HUMAN
P20591	MX1	GO:0048471	perinuclear region of cytoplasm	MX1_HUMAN
P20591	MX1	GO:0005789	endoplasmic reticulum membrane	MX1_HUMAN
P20591	MX1	GO:0005634	nucleus	MX1_HUMAN
P24666	ACP1	GO:0005634	nucleus	PPAC_HUMAN
P24666	ACP1	GO:0043005	neuron projection	PPAC_HUMAN
P24666	ACP1	GO:0009898	internal side of plasma membrane	PPAC_HUMAN
P24666	ACP1	GO:0005737	cytoplasm	PPAC_HUMAN
P29122	PCSK6	GO:0016020	membrane	PCSK6_HUMAN
P29122	PCSK6	GO:0012505	endomembrane system	PCSK6_HUMAN
P29122	PCSK6	GO:0005783	endoplasmic reticulum	PCSK6_HUMAN
P29122	PCSK6	GO:0005615	extracellular space	PCSK6_HUMAN
P29122	PCSK6	GO:0009986	cell surface	PCSK6_HUMAN
P29122	PCSK6	GO:0031012	extracellular matrix	PCSK6_HUMAN
P29122	PCSK6	GO:0005796	Golgi lumen	PCSK6_HUMAN
Q9Y5M8	SRPRB	GO:0016021	integral to membrane	SRPRB_HUMAN
Q9Y5M8	SRPRB	GO:0005881	cytoplasmic microtubule	SRPRB_HUMAN
Q9Y5M8	SRPRB	GO:0005789	endoplasmic reticulum membrane	SRPRB_HUMAN
P01112	HRAS	GO:0000139	Golgi membrane	RASH_HUMAN
P01112	HRAS	GO:0005829	cytosol	RASH_HUMAN
P01112	HRAS	GO:0005886	plasma membrane	RASH_HUMAN
P01112	HRAS	GO:0005634	nucleus	RASH_HUMAN
P01112	HRAS	GO:0048471	perinuclear region of cytoplasm	RASH_HUMAN
P01112	HRAS	GO:0005794	Golgi apparatus	RASH_HUMAN
P51157	RAB28	GO:0036064	cilium basal body	RAB28_HUMAN
P51157	RAB28	GO:0005886	plasma membrane	RAB28_HUMAN
P51157	RAB28	GO:0035253	ciliary rootlet	RAB28_HUMAN
Q9Y296	TRAPPC4	GO:0008021	synaptic vesicle	TPPC4_HUMAN
Q9Y296	TRAPPC4	GO:0005783	endoplasmic reticulum	TPPC4_HUMAN
Q9Y296	TRAPPC4	GO:0005801	cis-Golgi network	TPPC4_HUMAN
Q9Y296	TRAPPC4	GO:0030008	TRAPP complex	TPPC4_HUMAN
Q9Y296	TRAPPC4	GO:0030425	dendrite	TPPC4_HUMAN
Q9Y296	TRAPPC4	GO:0005795	Golgi stack	TPPC4_HUMAN
Q5TAQ9	DCAF8	GO:0080008	Cul4-RING ubiquitin ligase complex	DCAF8_HUMAN
Q96CS3	FAF2	GO:0034098	Cdc48p-Npl4p-Ufd1p AAA ATPase complex	FAF2_HUMAN
Q96CS3	FAF2	GO:0005811	lipid particle	FAF2_HUMAN
Q9NQR9	G6PC2	GO:0016021	integral to membrane	G6PC2_HUMAN
Q9NQR9	G6PC2	GO:0005789	endoplasmic reticulum membrane	G6PC2_HUMAN
Q6ZNB7	AGMO	GO:0005789	endoplasmic reticulum membrane	ALKMO_HUMAN
Q6ZNB7	AGMO	GO:0016021	integral to membrane	ALKMO_HUMAN
Q6ZNB7	AGMO	GO:0005783	endoplasmic reticulum	ALKMO_HUMAN
Q8N0X4	CLYBL	GO:0005739	mitochondrion	CLYBL_HUMAN
Q8N0X4	CLYBL	GO:0009346	citrate lyase complex	CLYBL_HUMAN
Q8TBG4	ETNPPL	GO:0005739	mitochondrion	AT2L1_HUMAN
Q8N9F0	NAT8L	GO:0016021	integral to membrane	NAT8L_HUMAN
Q8N9F0	NAT8L	GO:0031966	mitochondrial membrane	NAT8L_HUMAN
Q8N9F0	NAT8L	GO:0030867	rough endoplasmic reticulum membrane	NAT8L_HUMAN
Q9NVM1	EVA1B	GO:0016021	integral to membrane	EVA1B_HUMAN
P62158	CALM1	GO:0005576	extracellular region	CALM_HUMAN
P62158	CALM1	GO:0030017	sarcomere	CALM_HUMAN
P62158	CALM1	GO:0005813	centrosome	CALM_HUMAN
P62158	CALM1	GO:0000922	spindle pole	CALM_HUMAN
P62158	CALM1	GO:0005876	spindle microtubule	CALM_HUMAN
P62158	CALM1	GO:0005886	plasma membrane	CALM_HUMAN
P62158	CALM1	GO:0005829	cytosol	CALM_HUMAN
P62158	CALM1	GO:0005654	nucleoplasm	CALM_HUMAN
Q8TD10	MIPOL1	GO:0005634	nucleus	MIPO1_HUMAN
Q6ICB4	FAM109B	GO:0005802	trans-Golgi network	SESQ2_HUMAN
Q6ICB4	FAM109B	GO:0055037	recycling endosome	SESQ2_HUMAN
Q6ICB4	FAM109B	GO:0005794	Golgi apparatus	SESQ2_HUMAN
Q6ICB4	FAM109B	GO:0030136	clathrin-coated vesicle	SESQ2_HUMAN
Q6ICB4	FAM109B	GO:0005769	early endosome	SESQ2_HUMAN
Q27J81	INF2	GO:0048471	perinuclear region of cytoplasm	INF2_HUMAN
Q27J81	INF2	GO:0005634	nucleus	INF2_HUMAN
Q27J81	INF2	GO:0005783	endoplasmic reticulum	INF2_HUMAN
Q14CN2	CLCA4	GO:0005576	extracellular region	CLCA4_HUMAN
Q14CN2	CLCA4	GO:0016324	apical plasma membrane	CLCA4_HUMAN
Q14CN2	CLCA4	GO:0005887	integral to plasma membrane	CLCA4_HUMAN
Q2NL82	TSR1	GO:0005730	nucleolus	TSR1_HUMAN
